"Geneid","SVG09","SVG10","SVG11","SVG12","SVG13","SVG14"
"Mb3550C",10114,10422,9872,5278,4517,4278
"Mb3700",5083,5520,5807,7474,7209,5850
"Mb0173",2756,3519,2855,10046,10640,5046
"Mb3907",4312,3974,4248,6349,5832,4812
"Mb0485",7027,9251,7802,6484,6471,5489
"Mb2662",17098,11620,14405,5546,1598,5701
"Mb0370C",5803,6144,6047,4898,3673,3994
"Mb2525C",7700,8311,7188,3467,3026,3106
"Mb3832C",8574,7055,7910,5378,4899,4525
"Mb0774C",633,1653,804,2035,1380,1471
"Mb3286C",3660,3993,3825,6512,4896,5021
"Mb2136C",9382,9856,9390,5573,4277,4648
"Mb2652C",6517,6486,6132,4271,4612,3252
"Mb0321",8556,7347,8012,5283,5217,4401
"Mb0980",4629,5708,5091,6296,4675,4597
"Mb2862C",7737,9166,8283,5759,4430,3911
"Mb1530",4338,4738,4285,6414,5725,4430
"Mb2734",9907,9992,9923,5762,4693,4919
"Mb0007",6745,6501,6233,5299,4039,4144
"Mb2030C",3762,2250,3477,10750,1550,11844
"Mb3624",8690,8493,9083,6253,5096,5529
"Mb2010",1867,1773,1839,2086,1657,1621
"Mb1652",4523,5168,5182,5767,4792,4686
"Mb0479C",5917,6093,6261,5577,5065,5049
"Mb3913C",5976,7317,6326,4798,3348,3843
"Mb0198",6523,6233,5865,4948,3916,3707
"Mb2774C",5493,6228,5666,5845,4342,4477
"Mb1724",5572,5985,5788,5219,4720,4151
"Mb0542",5475,7100,5610,4901,3507,3472
"Mb0755",2016,2638,2418,6570,4581,4653
"Mb1362C",7388,7159,7667,3799,2923,3119
"Mb0307",4498,4580,4767,6145,5059,5363
"Mb0427",4731,5471,5084,5557,4353,4368
"Mb0506C",4469,5172,4437,4337,3294,3320
"Mb2863C",7279,7216,7133,4726,3335,3498
"Mb0478",8448,6979,7845,5398,4535,5255
"Mb3225C",3969,5112,4399,5453,3532,4034
"Mb2611C",5394,5880,5173,3456,2459,2765
"Mb3948C",10936,10379,11515,4040,3546,3444
"Mb2764C",5542,6506,5267,5239,4719,3392
"Mb3675",2994,3362,3184,2419,1501,2617
"Mb3070",7445,7664,7462,6525,5647,5384
"Mb2464C",5001,5498,4906,3586,2583,2843
"Mb3075C",11740,13727,12539,5734,4814,5088
"Mb0192A",4670,3460,4264,2966,2808,2295
"Mb1450",9023,8823,9022,4668,3895,3593
"Mb0982",3357,4102,3683,5369,3461,4120
"Mb0306",5430,4533,5156,5578,4917,5208
"Mb1473",5662,6443,6029,5019,3591,4223
"Mb2204C",6313,5921,6229,5568,5509,4717
"Mb1730C",2956,3916,3598,5253,3703,4327
"Mb1662",2956,2941,3050,4030,2858,4238
"Mb3493",6633,6566,6727,5008,3943,4140
"Mb1139C",7520,6877,7087,5046,4568,4129
"Mb0701",1983,1424,1674,3270,2831,3594
"Mb1874C",3921,4688,4066,4084,3977,2746
"Mb0452C",3754,4049,3602,6770,6059,4776
"Mb0711",2505,3242,2729,5443,4044,4856
"Mb1010",6551,6619,6510,6762,5472,5245
"Mb2621",21653,14365,17889,5234,5323,3639
"Mb1682",963,2072,1063,2141,773,1594
"Mb3761C",1328,1624,1501,5121,6499,3883
"Mb1570",4542,4304,4458,4414,3101,3723
"Mb0182",5076,5917,5359,5682,4889,3989
"Mb0882",3474,3134,2984,6125,5568,2913
"Mb0300",4066,5032,4150,4411,3433,2917
"Mb1817",6211,5457,5737,4400,3872,3378
"Mb2615C",3653,3781,3707,5670,4535,4232
"Mb1800",2146,2125,2372,4293,3589,3127
"Mb0243",6587,7219,6736,5831,3422,4446
"Mb2509C",2353,3780,2583,4238,4509,2675
"Mb1567",6844,6648,6496,4147,3095,3176
"Mb3231C",5666,4831,5360,3556,3626,2764
"Mb1507",3465,3565,3775,3979,2781,3468
"Mb3466C",3713,4452,4094,6293,4493,4516
"Mb3027C",2350,2297,2450,1933,1447,1585
"Mb1477",4816,4759,4750,4966,4203,3771
"Mb0106C",3646,4439,3999,5308,3806,4078
"Mb3514",13215,9515,11556,4609,2892,5332
"Mb3611C",5829,6353,5987,4664,3138,3456
"Mb0014C",6446,5694,6713,5859,4744,4581
"Mb2229",5759,6710,5746,3948,2845,2996
"Mb3750",5205,5451,5402,5267,3997,4538
"Mb3076C",7447,6912,7389,5569,4075,4770
"Mb2548",7462,7421,8085,4509,3434,3817
"Mb2451C",6236,6709,6075,4250,3145,3332
"Mb1127C",2350,2691,2739,4845,3106,3696
"Mb0042",3360,3625,3719,4800,3124,4228
"Mb0104",4359,5565,4481,6093,4797,4008
"Mb3719C",6096,6896,6244,4252,3120,3762
"Mb3651C",4636,5490,4628,4319,3175,3073
"Mb2905C",6176,6174,6685,5501,4606,4478
"Mb1444",4678,5819,4803,6244,4375,4036
"Mb3902",5962,5175,5349,5567,5326,3811
"Mb0857C",3441,4063,3314,3934,3364,1945
"Mb0426",4261,5911,4965,4427,2308,4082
"Mb1210",13758,13161,13325,4169,3545,3613
"Mb0994",7119,7499,6566,3850,2938,2751
"Mb3908",4869,3765,4277,6198,5098,5174
"Mb2194C",20914,17210,20282,5993,5397,5424
"Mb3876",2924,2650,2954,4681,4422,4436
"Mb2889C",1615,2044,1990,4936,3435,3248
"Mb2929",4124,3770,4124,5776,3837,4605
"Mb3039C",2172,2799,2320,2914,2012,2004
"Mb0184",3151,3513,3413,5843,5183,4086
"Mb3708",5580,4612,5277,4737,3812,3631
"Mb1644",2121,2329,2562,5052,3654,3940
"Mb1375",5137,5071,5265,4610,3457,4140
"Mb1046C",5428,5861,6299,5840,4367,4290
"Mb2163",3143,4100,3208,5538,3888,3593
"Mb1722",4716,6626,5120,4483,3207,2914
"Mb2696C",4390,6785,4779,4628,2935,2357
"Mb3305",4998,5120,5499,5271,3693,4993
"Mb0305",5964,6935,5360,4283,4677,2279
"Mb0900C",5253,5938,5581,4736,3730,3413
"Mb1798",3189,3352,3437,3380,2999,2654
"Mb0185C",5286,5344,5731,5135,3608,4575
"Mb3410",8001,9176,8711,4094,2487,4099
"Mb2773C",5649,6150,5678,5172,4450,4086
"Mb1703",4024,4863,4172,3396,2500,3359
"Mb3164",8062,11030,9114,5115,2990,5298
"Mb3012C",10591,6033,8736,7956,6003,4965
"Mb0002",2832,3095,3131,5097,4049,4067
"Mb2149",7804,8092,7488,4703,3644,3574
"Mb0714",4720,6209,4982,4276,4531,2678
"Mb1761C",4168,4050,3884,4029,2534,2962
"Mb1528C",4792,4427,4884,5285,4321,4069
"Mb0846C",29529,28464,28999,6358,6081,5501
"Mb0754",2169,2266,2372,4391,3190,3301
"Mb3363",3230,3703,3424,5411,3701,3084
"Mb1740",6592,8770,6608,5070,4267,3075
"Mb2222C",4603,4287,4663,4653,4173,3782
"Mb0738",3619,3296,3720,3735,3237,3537
"Mb2564C",5194,5616,5333,4442,3654,3170
"Mb0061",6012,5100,5502,4528,4052,3986
"Mb0886",4452,3738,4158,3906,3277,3241
"Mb1498",3170,2183,2851,2615,2676,1939
"Mb2049C",5446,5992,5696,4853,4633,3492
"Mb0131",4090,4058,4288,4382,3003,3517
"Mb2886C",9300,9485,9491,5207,3610,4509
"Mb3002C",4663,4506,4697,2355,1927,1664
"Mb1152",8496,10141,9699,4123,3226,3375
"Mb2653C",7177,8145,7655,5079,4732,3737
"Mb0055",4792,4655,5097,4590,2969,3948
"Mb0475",6846,7335,7430,3975,2881,3712
"Mb1735",4986,5448,5532,4739,3189,3831
"Mb2168C",5348,4592,4930,5217,4636,4126
"Mb3299C",3361,4050,3524,4628,3471,3057
"Mb3246C",7311,8835,7747,4639,3895,3557
"Mb1529",4255,4762,4580,5273,4337,3165
"Mb2975C",4856,5011,4937,5045,4140,4558
"Mb3549",4873,5132,5030,4549,3977,3676
"Mb3748C",3996,4751,4429,4595,3141,3549
"Mb0152",8291,6725,7666,4379,3721,3595
"Mb2902C",3125,2731,2448,4480,5673,3183
"Mb3373",3977,4330,4234,3482,1550,2909
"Mb3714",3085,3571,3346,4647,4317,3129
"Mb2866C",4819,6420,5294,4976,3932,3591
"Mb3490C",2414,2244,2531,3645,2711,3175
"Mb2417A",2379,1975,2163,9935,7643,6522
"Mb1592C",7311,6425,7051,5915,4631,4664
"Mb2818C",5207,6402,5798,3191,2377,2617
"Mb2161C",1780,2033,2093,5565,4949,3714
"Mb1033",5118,4737,5305,5938,4651,4315
"Mb2638C",3194,3870,3666,4054,2513,3382
"Mb2176C",4296,4246,4165,3949,3432,2949
"Mb2655",5270,5368,5098,4165,3930,3052
"Mb1005",4631,5063,5324,5707,4008,5153
"Mb1635",5838,6720,6055,3813,2681,3181
"Mb0515C",4802,4862,5121,6076,5367,5424
"Mb0689",3954,4144,4299,3745,2543,2857
"Mb2977",4537,4172,4862,4532,3778,4477
"Mb1549C",5124,5495,5592,5260,5377,4073
"Mb2363",4361,5475,4465,4125,3068,3038
"Mb3018",3203,3459,3242,3606,3073,2613
"Mb0896C",2879,2864,2429,3642,4839,1963
"Mb2488C",3759,3694,3831,4571,3484,3597
"Mb2134C",10930,10899,10366,4982,4325,4235
"Mb1045C",6026,5469,6385,5781,4361,4599
"Mb2121C",4915,3826,4729,4720,5061,3969
"Mb2206C",4104,4368,4908,4787,3705,4034
"Mb3177",4615,4056,4992,4023,3909,3483
"Mb1630",3025,3155,2926,2367,1767,1754
"Mb3163",8653,13072,9660,5449,3498,5552
"Mb0888",5981,5650,5947,5160,3964,4539
"Mb2945C",3477,4363,3616,3998,3091,2817
"Mb0932",6508,6379,6237,3436,2696,3077
"Mb3158C",6302,4002,5508,4704,850,4584
"Mb0780",4771,4388,4812,5299,5364,3972
"Mb2894C",5186,5183,5190,4347,3740,3439
"Mb3538",2116,2701,1515,3608,3029,1262
"Mb2341C",4400,5089,4259,3298,2662,2459
"Mb2877C",6211,7533,7100,4104,3264,3105
"Mb3324",6776,7642,6727,5065,4384,3137
"Mb1217C",5032,5387,4863,3370,2419,3619
"Mb0132",3311,3159,3039,3496,3105,3074
"Mb3327C",2883,3424,3162,3598,3287,2869
"Mb1683",765,1825,881,2115,758,1337
"Mb3102C",4759,5607,5068,4183,2797,3285
"Mb0348",1883,1555,1910,822,749,504
"Mb1571",4200,4690,4431,3959,2845,3058
"Mb0057",3394,3518,3778,4202,2711,3829
"Mb2395C",4803,4411,4878,3514,2787,2694
"Mb2275",908,1312,1038,4059,3520,3102
"Mb0529C",525,1056,674,7181,10105,6699
"Mb3643C",735,705,726,6497,6644,5349
"Mb3709",5134,4924,5287,4466,3941,3699
"Mb2158C",5309,5238,5207,4225,3581,3040
"Mb2641C",2504,3242,2670,4259,3039,3038
"Mb1129C",2973,3647,3244,4218,2588,3114
"Mb0190",6854,7179,7073,4396,3315,3169
"Mb3807C",3485,4092,4007,5702,4405,3986
"Mb1845",2601,3996,3202,5386,4684,3214
"Mb0655",1986,2074,2166,4156,2782,3472
"Mb3872C",5465,5172,5226,4407,4073,3532
"Mb2173C",5114,4881,4938,4129,3403,2992
"Mb2455",631,591,643,2544,1192,3663
"Mb2978C",4662,4308,4872,5572,4565,4804
"Mb3634C",6104,6496,5752,5401,4083,3501
"Mb1309",2642,3409,3132,4259,3160,2590
"Mb3939",3729,4376,4569,5584,3678,3685
"Mb0729",4201,3700,3770,2897,2257,2455
"Mb1305",4092,4483,4432,4217,3080,3458
"Mb3222C",4293,4271,4282,4812,4773,3280
"Mb2606C",5890,5381,5624,5049,3934,3997
"Mb2976",4049,3983,4292,4387,3054,3937
"Mb1842C",8860,5802,7465,4950,2472,3764
"Mb1936",6127,7019,6923,4669,3668,3847
"Mb1534",5796,6905,6204,8181,8258,5125
"Mb0678C",4815,4144,4461,4871,3993,4148
"Mb3743C",3164,3101,3379,4758,3558,4183
"Mb0272C",2630,3472,3010,4097,2926,2804
"Mb3323",3740,4707,3996,6966,6939,4267
"Mb0017C",4695,4577,5208,5145,4666,4224
"Mb2352C",5368,6519,5287,4452,3828,3018
"Mb1653C",6768,6420,6294,4843,4085,3532
"Mb0914C",3311,4199,3541,4503,3580,4084
"Mb0458C",3431,3049,3805,3996,3334,3651
"Mb0489C",4092,3739,4604,5398,3821,4440
"Mb2155C",5179,5356,5225,3985,2906,2819
"Mb1661C",3640,3832,3777,2613,1799,2470
"Mb1021",4010,5085,4192,4762,4424,2977
"Mb2816C",5088,6884,5388,3366,2476,2319
"Mb0578",5918,6430,6058,4751,3482,4257
"Mb1048",6297,7697,6352,5650,3954,3894
"Mb2133C",8460,8249,8255,5413,4473,4440
"Mb3169",5359,5695,5623,3561,2995,3196
"Mb1857",2776,2971,3216,4175,3536,3311
"Mb0054",2800,3123,3336,4409,2340,3903
"Mb3269C",3165,2729,3104,3897,5119,3001
"Mb3747",2333,3272,3103,4670,3832,3954
"Mb3178",4923,4671,5210,4922,4186,3824
"Mb2320",2078,2321,2201,3522,3020,2906
"Mb3615",3545,3499,3813,5188,4197,4331
"Mb2374",3052,3704,3192,3820,2778,2378
"Mb2875C",5691,7600,6067,4688,4037,3155
"Mb2284",3150,3365,3387,3240,2546,2739
"Mb0172",5242,5150,5050,7452,8363,4606
"Mb1767",3932,1956,3341,3963,661,4439
"Mb2743C",1467,1243,1318,1530,1541,982
"Mb3312",5131,4904,4678,4101,3422,3253
"Mb1311C",4052,4842,4140,4514,3659,3762
"Mb2425",3194,3591,3384,3688,2931,3130
"Mb2616C",4975,4325,4779,4515,3852,3512
"Mb1348",4886,5291,5326,5210,3745,4643
"Mb2457C",6106,6612,6457,4061,3269,4208
"Mb2697C",4764,6686,4924,3773,2595,2229
"Mb1333",5966,6320,6867,4113,2928,3362
"Mb3078C",6298,4990,6408,5505,4751,5071
"Mb1008",9905,9070,8889,5189,5074,3655
"Mb1043C",3281,3098,3476,3247,2408,3131
"Mb2524C",5723,6970,5759,3253,2768,3141
"Mb0793",6629,7027,6342,3379,2871,2779
"Mb1958",2630,3378,3089,3184,2220,2604
"Mb2162",3825,4103,3831,4123,3209,3175
"Mb1455",4598,4794,4559,3406,2274,2812
"Mb3232C",6656,6555,6655,4815,4427,3645
"Mb1915C",4132,4314,4009,5993,5466,4110
"Mb2584C",4656,6223,4655,3009,2169,1835
"Mb0963",9444,10812,9255,3938,3962,2942
"Mb1679C",1698,2186,1589,3697,3871,1799
"Mb3318C",4341,4555,4422,4215,2459,2347
"Mb2637C",2747,3478,2951,3553,2360,2908
"Mb0927C",4105,4072,4320,3846,2855,2835
"Mb2241",3044,3541,3277,4373,3006,3202
"Mb0591",2347,2517,2282,3336,2666,2076
"Mb2883C",4601,5487,4916,4290,2941,3202
"Mb0564C",3856,4530,3848,4398,3616,3665
"Mb2440C",3514,4203,3604,4266,3672,2903
"Mb1283C",1474,1887,1736,5028,3417,3739
"Mb1655",2783,2950,2885,4270,3052,2922
"Mb1371",4632,4911,4268,3699,2986,2755
"Mb0682",5225,5027,5334,3449,2226,3446
"Mb1486",5601,5834,5618,4263,2881,3314
"Mb1734",3587,3109,3556,3860,3421,3418
"Mb3143",1782,2150,2188,2915,1973,2494
"Mb2444C",3295,3743,3900,4381,3355,3873
"Mb2715C",6091,5990,5967,4675,3869,3538
"Mb3051C",3749,4541,3816,3871,3038,2962
"Mb1106",3273,3579,3535,3838,2716,2854
"Mb2745C",3952,4770,4166,4055,2866,2862
"Mb2904C",7164,6619,6976,4116,3722,3250
"Mb2699",5851,6367,5794,4836,4276,3177
"Mb3132C",4023,4993,4546,4085,2859,3057
"Mb1626",2482,2343,2463,2023,1392,1663
"Mb2950C",4184,4421,4346,3445,2745,2564
"Mb2233C",3373,3379,3465,3890,2743,2977
"Mb0289",4872,5320,5104,3917,2970,3079
"Mb2019",8452,3975,6785,3009,1424,2542
"Mb0270C",824,1240,800,2865,2800,1864
"Mb1912C",3524,3257,3226,3550,3422,2663
"Mb2560C",5698,6008,5957,4373,3979,3264
"Mb3165",6326,6575,6271,3919,2744,3523
"Mb1820",2712,2070,2473,3424,3732,3122
"Mb2123C",4268,4227,4108,3684,2817,2831
"Mb1374",5661,5283,5716,3487,2477,3219
"Mb2203",4376,4943,4952,4614,3468,3956
"Mb3131C",3534,4250,3859,3871,3064,3028
"Mb2434C",3838,3430,3753,5213,4220,3694
"Mb0148C",5364,5717,5850,4720,3390,3497
"Mb1566",4894,5165,5056,3173,2225,2532
"Mb1631",2552,2838,2391,2212,1661,1382
"Mb0418C",5614,4717,5138,4608,4020,3292
"Mb3064C",5174,4976,5027,4009,2975,3447
"Mb2240",2966,3324,3134,3581,2467,2629
"Mb3742C",2103,2129,2439,4523,3574,3381
"Mb2182C",1576,2474,1871,4185,2308,2151
"Mb1481C",2788,3423,2879,3829,3289,2756
"Mb1141C",4371,3944,4763,4379,2948,3777
"Mb3014C",953,1481,1160,696,570,565
"Mb2547C",2761,2702,2816,2818,1617,2877
"Mb2550",984,1219,1118,2559,1803,1914
"Mb3296",4369,4984,4413,3901,2825,2970
"Mb3079C",6501,5309,6758,5747,5176,5728
"Mb0176",1386,1439,1397,4672,5958,2832
"Mb2073C",7968,9514,8113,4571,3756,3322
"Mb3539C",1938,2399,1938,4137,3007,2554
"Mb1877C",6677,6184,6631,4453,4124,3132
"Mb1593C",6276,5920,6653,6784,4812,5252
"Mb0901",2986,2853,2851,3336,3318,2475
"Mb1306",2372,2615,2627,4003,3081,3139
"Mb1189C",1803,1908,1819,3340,2687,2022
"Mb2469C",2298,2130,2540,2292,1767,1983
"Mb2597",4865,5353,4920,4481,3680,3061
"Mb0951",3271,3827,3566,2470,1502,2356
"Mb0067C",2668,2656,2859,3009,2093,2621
"Mb1310",1982,2121,2118,3843,3332,2818
"Mb1254",4977,3845,4365,3544,3533,3033
"Mb1416",1433,1674,1593,2980,2148,1861
"Mb0105",5735,7047,5925,2799,2048,2368
"Mb3623",4396,4935,4960,5090,4023,4661
"Mb1622",4876,4959,4740,4224,3273,3236
"Mb2625C",6473,6448,6446,3753,3347,2963
"Mb1457",6341,6582,6608,3100,2360,2308
"Mb0052",4179,4342,4655,4795,3667,3685
"Mb2389C",6123,6093,5790,3183,2586,2748
"Mb0688C",2717,3145,3119,4436,2792,3471
"Mb1629",2285,2418,2168,1970,1571,1662
"Mb3702C",4451,5053,5020,5001,3111,3906
"Mb0743",3912,3799,3675,2875,2287,2299
"Mb1086",24414,16122,20036,2367,1122,4061
"Mb1704",3204,4474,3701,3149,2005,2800
"Mb2472C",1623,2099,1937,4047,2729,3668
"Mb2247C",3817,4080,4004,4919,3521,3497
"Mb0065",7490,7989,7595,3445,3335,2937
"Mb0209",2515,2738,3030,4205,2780,3512
"Mb1037",1722,2211,1928,5807,4449,4006
"Mb2602C",2180,2430,2421,3621,2749,2786
"Mb0895",3889,4120,4118,4651,3335,3682
"Mb2906C",5358,3978,5195,3039,2742,2681
"Mb2592",1806,2117,2100,3108,1919,2667
"Mb3738C",6242,6557,6404,4432,3738,3005
"Mb1368",4246,5417,4178,3868,2837,2895
"Mb2588",2432,2478,2442,2773,3995,1974
"Mb2815C",7330,8823,7437,3191,2317,2575
"Mb3836C",3156,3827,3418,3369,2554,2383
"Mb3334C",3774,4935,3733,2721,1821,1878
"Mb0539",5254,6396,4980,2892,1861,2074
"Mb0556C",7044,8471,6905,4924,3908,3173
"Mb0416",4460,4713,4724,3499,2818,2605
"Mb1935C",4370,4981,4634,3208,2811,2378
"Mb2001C",5963,5421,5848,4546,4481,4395
"Mb0153",4548,3720,4131,3326,2852,2846
"Mb0528",5975,6590,5609,2964,2630,1983
"Mb0048C",16585,14835,16012,3948,3085,3268
"Mb2438C",217,273,260,253,201,185
"Mb1193",3045,3094,3208,3003,1998,2205
"Mb3249C",3331,3295,3460,2969,2505,2175
"Mb3259C",5630,5883,5479,1163,948,1139
"Mb1324",4906,5056,5228,3450,2002,2976
"Mb3949C",9424,8438,9279,2675,2306,2315
"Mb3304C",3740,5265,4356,3827,2357,2653
"Mb1891",1655,1653,1677,4164,3308,2905
"Mb1901C",8390,8022,7926,5110,5439,3975
"Mb2239",2610,3025,2624,3217,2572,2230
"Mb2028C",9090,5434,8013,4623,1661,4525
"Mb0019C",4647,4932,4871,3076,2480,2638
"Mb0046C",4638,4968,5013,2995,2299,2336
"Mb2508C",1367,2171,1639,3032,3330,2012
"Mb3701C",5184,5251,5202,4263,2865,3363
"Mb2766C",4146,4109,3723,2730,2303,2198
"Mb3944",1739,1510,1778,2684,2115,2193
"Mb0430C",3686,4397,3838,3947,2935,2860
"Mb1198",1951,1900,2024,3695,2599,2806
"Mb0781",4026,3556,4200,4217,4363,3158
"Mb0453C",2774,2872,2458,4264,3786,3577
"Mb3927C",2305,2864,2319,2609,2077,1687
"Mb1256",6113,6990,6264,3925,3631,2685
"Mb1395",5902,6027,6059,3474,3006,2817
"Mb0174",1745,2147,1834,6311,6489,3190
"Mb1372",4388,5033,4655,3619,3279,2985
"Mb1687",1780,2486,1666,3682,1811,2411
"Mb1361C",4759,5352,4924,2824,2362,2589
"Mb0540",4113,6346,4219,3082,2010,1846
"Mb0507",3401,3431,3427,3194,2329,2697
"Mb3671C",3648,4855,4354,4837,3782,2997
"Mb2554C",1919,2389,2210,3795,2916,2753
"Mb1367",4760,5574,4761,3510,2775,2938
"Mb0947C",1580,1889,1783,3577,2506,2880
"Mb3126C",2090,2468,2462,3610,2540,2731
"Mb1843C",14616,8007,12232,4557,981,4037
"Mb0644C",2478,3280,2737,3185,2619,1823
"Mb3882",2862,3254,3059,3254,2879,2661
"Mb2870C",5239,3898,4317,3970,2745,2924
"Mb0773C",962,1811,1009,1656,1143,1217
"Mb0613C",4169,5331,4386,4555,3381,3233
"Mb1098C",2121,2537,2312,3458,2586,2321
"Mb1343",1786,1704,1863,2972,2668,2589
"Mb1328",3762,4118,3881,3080,1987,2527
"Mb3937C",2422,2939,2814,2742,1532,2054
"Mb3697C",2827,3388,3008,3305,2855,2443
"Mb3892C",2661,1586,2202,4960,2798,4441
"Mb2092",2398,3578,2649,3795,2544,2076
"Mb2420C",1993,2030,2015,2460,1344,2168
"Mb2964",4903,4455,5407,4955,3157,4350
"Mb1296",8924,8044,8543,3938,3876,3314
"Mb2594",2906,3739,3255,2883,2540,2153
"Mb2033",4051,3877,3855,2812,2239,2078
"Mb1213",1301,1497,1327,3175,3172,2197
"Mb2925C",4570,4634,4673,2825,2664,2206
"Mb0845C",15499,13248,14504,4313,3749,3195
"Mb0964",6977,8421,6902,3162,3026,2422
"Mb3504",883,1647,1160,5090,5425,3366
"Mb3648C",3300,3644,3631,3629,2976,2990
"Mb2951C",4361,4357,4320,3412,2493,2612
"Mb3895",3496,1978,2712,3093,3146,2560
"Mb3846C",2734,2826,3006,2278,1706,1968
"Mb1887C",7905,4921,6480,5160,5198,3473
"Mb2567C",3302,4198,3147,3259,2387,2018
"Mb2691",2646,2888,2750,3551,2658,2669
"Mb3330C",3063,3695,3360,3882,2879,2845
"Mb3118",3046,4052,3283,3204,2034,2265
"Mb2642C",2056,2503,2177,3073,2118,2217
"Mb2342C",3861,4595,3949,2476,2062,1915
"Mb2079C",5746,7271,5973,5233,3539,3639
"Mb3912C",2543,2974,2919,3160,2230,2635
"Mb1287C",954,833,911,998,732,766
"Mb2427C",2486,2740,2692,2864,1855,2613
"Mb2220C",2339,2724,2637,3448,2968,2179
"Mb3691",1727,1860,1960,2670,1624,2518
"Mb1051",3433,4506,3570,3085,2309,2530
"Mb2563C",3436,3823,3930,2727,2451,2252
"Mb2301",1102,1225,1115,1676,1328,1505
"Mb2982C",757,937,973,3124,1871,2442
"Mb2027C",11126,7114,9703,5935,2397,5098
"Mb2128",1748,1816,1788,3522,2718,2623
"Mb1522C",3083,3374,3141,3250,2250,2538
"Mb1264C",3578,3649,3733,3147,2045,2418
"Mb0320",1401,2006,1767,5217,3906,3746
"Mb2087C",3499,3702,3624,3391,2863,2513
"Mb2221C",4261,3525,4149,2934,2416,2439
"Mb3526C",1757,2419,2077,3525,4039,2492
"Mb0189",3768,4148,3936,3802,2555,3132
"Mb2413",2315,2264,2315,2081,1770,2044
"Mb2476C",3442,3684,3551,2996,2159,2053
"Mb0149",5407,4791,5334,4133,3668,3360
"Mb2918C",5866,5981,5714,4102,3254,2528
"Mb2324",935,1044,1021,2673,2466,1903
"Mb0526",5336,6458,5082,2805,2298,2016
"Mb2593",1172,1406,1302,2613,1760,2221
"Mb2397C",2701,2330,2850,4815,3000,3683
"Mb0562C",3756,4262,3667,3644,2572,2710
"Mb2109",1353,1648,1375,3147,2977,1947
"Mb2962",4876,4672,5576,4665,2854,4131
"Mb3453C",3710,4951,3559,2889,2210,2119
"Mb2807C",2607,2585,2636,3005,1643,2721
"Mb3369C",5767,6139,5810,3527,2352,2994
"Mb1860",4294,4282,4388,3668,3872,2773
"Mb0665C",6764,5593,6412,3425,2352,3201
"Mb3331C",2722,3720,3164,3276,2050,2235
"Mb0841",6115,6202,5811,3083,2448,2372
"Mb3764",2467,3187,2771,3531,2234,2482
"Mb0343",4698,5101,4615,2496,2160,1670
"Mb0592",1501,1926,1645,3268,2608,2237
"Mb1736",4206,4930,4886,3913,2906,3423
"Mb0239C",4039,5419,4210,2333,1583,1741
"Mb3335",2467,3579,2797,3168,2064,1994
"Mb1031C",2535,3153,2373,3790,3916,1753
"Mb0983",3212,3895,3353,3374,2647,2221
"Mb0050",3940,4220,4214,3507,2733,2713
"Mb3695C",3087,3816,3360,3686,3231,2789
"Mb1787",4931,5296,5023,3206,2882,2539
"Mb2786C",2691,3323,3230,2678,2312,2525
"Mb0159C",2861,3109,2895,3135,2092,2303
"Mb2437C",2100,2611,2375,2398,1695,1598
"Mb3626C",4011,4779,3533,3071,2932,1522
"Mb0907C",2281,2144,2515,3030,2316,2141
"Mb2281C",3948,5264,4359,3632,2609,2490
"Mb0062A",1640,1530,1816,2388,2052,2231
"Mb0715",2959,4082,3186,3388,3812,1961
"Mb0439",2709,3372,3316,4413,3059,3605
"Mb0438",1953,2491,2427,5061,3495,4652
"Mb1514",3112,3416,3250,5367,4406,3451
"Mb0832",2852,2881,2938,3577,2810,3029
"Mb3013",5427,3610,4687,5525,2968,3138
"Mb3001C",2031,2219,1911,1536,1416,984
"Mb0984",3174,3760,3379,3820,3166,2424
"Mb0662C",2898,2835,3153,4139,3371,3527
"Mb1705",2805,3837,2915,2463,2135,2025
"Mb1344",2404,2155,2281,2728,2464,2272
"Mb3524C",1868,2341,1969,3788,4242,2474
"Mb0194",1973,2182,2157,1945,1459,1645
"Mb3867C",3848,4149,3776,3150,2319,2419
"Mb1138C",5612,5702,5229,3253,2979,2592
"Mb2387C",5152,5496,4733,2965,2350,2171
"Mb0913C",2471,3006,2597,3192,2372,2199
"Mb0322C",2796,3037,3023,4042,4108,3314
"Mb1633",3492,3735,3961,3408,1971,2816
"Mb2180C",1542,2139,1901,3473,2389,2454
"Mb3339",1525,1582,1530,2782,1804,2204
"Mb1641",2960,3034,2985,3480,2788,2780
"Mb2565",2642,2691,2593,4222,3489,3356
"Mb3468",1872,2339,2186,4637,3836,3341
"Mb3362",4703,5683,5141,3788,2663,2911
"Mb2181C",1388,1971,1482,3341,2130,1864
"Mb2442C",2060,2925,2587,3679,2621,2685
"Mb1286",1489,1519,1398,1868,1426,1551
"Mb0926C",3664,3448,3511,2799,2331,2104
"Mb3855C",1321,1163,1223,3705,3271,2227
"Mb0991C",3723,4227,4241,4597,3756,3757
"Mb2135C",5122,4101,4730,2804,2697,2431
"Mb0709C",4878,5942,4849,2919,2324,2175
"Mb3628C",1564,1508,1474,2467,1759,2133
"Mb3372",4871,4635,5546,2664,1269,2701
"Mb0301C",4208,3862,4060,3156,2695,2719
"Mb0393",2052,2684,2266,3395,2573,2246
"Mb3610C",2202,2700,2367,3192,2042,2095
"Mb3171",3736,3980,3840,3624,2535,2783
"Mb2005",1735,1803,1689,2136,2674,1407
