"Geneid","SVG09","SVG10","SVG11","SVG12","SVG13","SVG14"
"Mb1890",3035,2394,2889,1189,1163,997
"Mb1289",296,492,386,473,246,315
"Mb0313C",984,900,939,1395,1321,933
"Mb1250C",606,573,531,1129,789,645
"Mb0535",1908,2170,2043,1397,1283,1138
"Mb1934C",776,904,771,1240,970,854
"Mb1155",887,1306,1021,1027,718,729
"Mb1052",1161,1575,1226,1071,783,834
"Mb0412",739,785,761,924,757,930
"Mb0161",1022,1205,1179,1353,776,1095
"Mb0120C",656,747,744,841,655,796
"Mb0258",1169,1151,1091,1245,637,1002
"Mb3424C",1276,1626,1465,1008,591,948
"Mb1237",1538,1645,1638,1013,1037,828
"Mb1898",815,917,838,842,686,650
"Mb2129C",1146,1158,1191,1228,946,921
"Mb3805",1257,952,1076,762,542,486
"Mb3240",1085,1147,1168,1258,914,1080
"Mb1088",1587,1396,1435,1032,843,991
"Mb3558C",565,598,619,868,618,897
"Mb1184C",1562,1590,1669,1147,1014,933
"Mb3371C",1925,1736,1902,1378,1046,1288
"Mb0816C",565,567,539,566,367,457
"Mb0647C",497,834,615,1011,1054,630
"Mb3532C",906,905,1008,954,705,689
"Mb1602C",2292,2684,2262,1024,952,750
"Mb2721",1335,1210,1388,994,886,794
"Mb2145C",83,117,130,727,388,478
"Mb1933",1345,1290,1189,1139,847,789
"Mb1022",885,1054,917,1095,1112,739
"Mb0563C",1634,1516,1339,1242,1104,1000
"Mb1149C",724,760,779,1342,1007,1080
"Mb2048C",823,976,994,1317,1476,1074
"Mb3523C",499,616,555,1534,1608,1148
"Mb0335",863,995,952,725,550,613
"Mb0894C",2308,1803,1886,1279,1469,1000
"Mb0136C",597,594,693,785,777,692
"Mb3080C",136,66,129,196,214,118
"Mb0315C",556,582,597,1139,902,889
"Mb3342C",747,964,856,2495,1951,1601
"Mb0364C",1132,1140,1221,1087,808,923
"Mb1313C",1416,1521,1510,1136,827,923
"Mb2793C",659,814,640,955,876,656
"Mb1282",781,881,837,1020,837,853
"Mb0405C",868,971,848,975,742,629
"Mb2753",407,373,500,695,480,628
"Mb0672C",666,662,624,876,566,768
"Mb3011C",1954,966,1528,1535,1471,1113
"Mb1417",375,491,399,979,723,682
"Mb2026C",2578,1458,2131,1897,731,1816
"Mb0010C",1322,1251,1319,1156,897,944
"Mb0374C",666,600,576,836,608,497
"Mb2936C",463,599,506,720,673,745
"Mb1803",1347,1320,1354,980,912,755
"Mb0285C",489,725,439,959,1122,415
"Mb1977C",721,838,736,1038,695,903
"Mb3184C",560,535,475,860,1113,706
"Mb0044C",705,650,779,985,780,829
"Mb3919C",478,470,506,738,736,651
"Mb0329",868,814,945,1000,813,928
"Mb3929C",449,595,520,924,630,438
"Mb1269",606,839,776,1084,861,804
"Mb1017C",283,292,250,488,471,547
"Mb2738C",1464,1469,1457,765,667,547
"Mb1397C",715,910,771,867,868,742
"Mb2473C",512,610,535,990,612,762
"Mb3375C",1098,1245,1167,1331,943,961
"Mb1463C",995,1304,1228,1167,980,1022
"Mb0995",1922,1822,1782,1022,836,801
"Mb1781",888,1197,1015,920,508,795
"Mb1025",1831,1804,1743,1227,1114,925
"Mb2792C",1046,1251,1106,1544,1292,1139
"Mb2909C",1860,1665,1925,749,547,631
"Mb1475",1427,1499,1534,1745,1417,1508
"Mb2211C",655,756,731,1026,705,769
"Mb3454C",1206,1774,1218,977,594,617
"Mb2011C",392,314,379,609,720,546
"Mb1137C",1305,1290,1245,1124,991,962
"Mb1054",1033,1473,1145,1284,1044,851
"Mb1090",1204,1418,1265,957,880,825
"Mb1317",11858,8310,8092,1085,771,1146
"Mb1301C",586,622,630,805,772,689
"Mb1175",1464,1378,1352,694,541,685
"Mb0890",1425,1497,1383,1120,893,754
"Mb3185C",815,686,682,992,908,649
"Mb0776",243,355,237,510,441,309
"Mb2167",1261,1329,1377,1346,1051,1018
"Mb2300C",432,522,488,892,518,748
"Mb1259C",961,1079,877,619,459,369
"Mb1214",324,402,384,837,989,597
